timestamp,open,high,low,close,volume
1637073000,467.1500,470.4900,467.0700,469.2800,48857500
1637159400,469.0000,469.1900,467.4800,468.1400,47858300
1637245800,469.2400,470.0100,466.3400,469.7300,50625600
1637332200,469.6100,470.9400,468.5000,468.8900,57315600
1637591400,470.8900,473.5400,467.3500,467.5700,72762000
1637677800,467.2200,469.1000,464.4500,468.1900,73206500
1637764200,466.0600,469.5700,465.1900,469.4400,61858800
1637937000,462.3400,463.9000,457.7700,458.9700,112669600
1638196200,464.0700,466.5600,461.7300,464.6000,86268800
1638282600,462.0000,464.0300,455.3000,455.5600,148559600
1638369000,461.6400,464.6700,450.2900,450.5000,131939200
1638455400,450.7300,459.0700,450.3100,457.4000,127637800
1638541800,459.1700,460.3000,448.9200,453.4200,137331600
1638801000,456.1300,460.7900,453.5600,458.7900,98977500
1638887400,464.4100,468.8800,458.6500,468.2800,95484700
1638973800,468.7000,470.0000,466.8300,469.5200,72238800
1639060200,468.1500,469.6300,466.1400,466.3500,61272600
1639146600,469.2300,470.9000,466.5100,470.7400,77159800
1639405800,470.1900,470.5600,466.2700,466.5700,87724700
1639492200,463.0900,465.7400,460.2500,463.3600,97264100
1639578600,463.4200,470.8600,460.7400,470.6000,116899300
1639665000,472.5700,472.8700,464.8000,466.4500,116568600
1639751400,461.5500,464.7400,458.0600,459.8700,135511600
1640010600,454.4800,455.4000,451.1400,454.9800,107134800
1640097000,458.6100,463.2100,456.3100,463.0600,69806300
1640183400,462.7900,467.8100,462.5800,467.6900,58890200
1640269800,468.7500,472.1900,468.6400,470.6000,56439700
1640615400,472.0600,477.3100,472.0100,477.2600,56808600
1640701800,477.7200,478.8100,476.0600,476.8700,47274600
1640788200,476.9800,478.5600,475.9200,477.4800,54503000
1640874600,477.9300,479.0000,475.6700,476.1600,55329000
1640961000,475.6400,476.8600,474.6700,474.9600,65237400
1641220200,476.3000,477.8500,473.8500,477.7100,72668200
1641306600,479.2200,479.9800,475.5800,477.5500,71178700
1641393000,477.1600,477.9800,468.2800,468.3800,104538900
1641479400,467.8900,470.8200,465.4300,467.9400,86858900
1641565800,467.9500,469.2000,464.6500,466.0900,85111600
1641825000,462.7000,465.7400,456.6000,465.5100,119362000
1641911400,465.2300,469.8500,462.0500,469.7500,74303100
1641997800,471.5900,473.2000,468.9400,471.0200,67605400
1642084200,472.1900,472.8800,463.4400,464.5300,91173100
1642170600,461.1900,465.0900,459.9000,464.7200,95890900
1642516200,459.7400,459.9600,455.3100,456.4900,109709100
1642602600,458.1300,459.6100,451.4600,451.7500,109357600
1642689000,453.7500,458.7400,444.5000,446.7500,122379700
1642775400,445.5600,448.0600,437.9500,437.9800,202271200
1643034600,432.0300,440.3800,420.7600,439.8400,251783900
1643121000,433.0600,439.7200,427.1500,434.4700,167997300
1643207400,440.7200,444.0400,428.8600,433.3800,186391100
1643293800,438.2600,441.5900,429.4500,431.2400,149878300
1643380200,432.6800,442.0000,427.8200,441.9500,164457400
1643639400,441.2400,450.2800,439.8100,449.9100,152251400
1643725800,450.6800,453.6300,446.9400,452.9500,123155400
1643812200,455.5000,458.1200,453.0500,457.3500,117361000
1643898600,450.9500,452.9700,445.7100,446.6000,118024400
1643985000,446.3500,452.7800,443.8300,448.7000,118454400
1644244200,449.5100,450.9900,445.8500,447.2600,84472900
1644330600,446.7300,451.9200,445.2200,450.9400,81012000
1644417000,455.2200,457.8800,455.0100,457.5400,92589900
1644503400,451.3400,457.7100,447.2000,449.3200,140103700
1644589800,449.4100,451.6100,438.9400,440.4600,153214600
1644849000,439.9200,441.6000,435.3400,439.0200,123006300
1644935400,443.7300,446.2800,443.1800,446.1000,88482700
1645021800,443.9300,448.0600,441.9400,446.6000,84863600
1645108200,443.2200,446.5700,436.4200,437.0600,102259100
1645194600,437.3300,438.6600,431.8200,434.2300,132642900
1645540200,431.8900,435.5000,425.8600,429.5700,124391800
1645626600,432.6600,433.2600,421.3500,421.9500,132578000
1645713000,411.0200,428.7600,410.6400,428.3000,213942900
1645799400,429.6100,437.8400,427.8600,437.7500,121804500
1646058600,432.0300,438.2000,430.7000,436.6300,145615000
1646145000,435.0400,437.1700,427.1100,429.9800,137785900
1646231400,432.3700,439.7200,431.5700,437.8900,117726500
1646317800,440.4700,441.1100,433.8000,435.7100,105501700
1646404200,431.7500,433.3700,427.8800,432.1700,113978200
1646663400,431.5500,432.3000,419.3600,419.4300,137896600
1646749800,419.6200,427.2100,415.1200,416.2500,164772700
1646836200,425.1400,429.5100,422.8200,427.4100,116990800
1646922600,422.5200,426.4300,420.4400,425.4800,93972700
1647009000,428.1200,428.7700,419.5300,420.0700,95636300
1647264600,420.8900,424.5500,415.7900,417.0000,95729200
1647351000,419.7700,426.8400,418.4200,426.1700,106219100
1647437400,429.8900,435.6800,424.8000,435.6200,144954800
1647523800,433.5900,441.0700,433.1900,441.0700,102676900
1647610200,438.0000,444.8600,437.2200,444.5200,106345500
1647869400,444.3400,446.4600,440.6800,444.3900,88349800
1647955800,445.8600,450.5800,445.8600,449.5900,74650400
1648042200,446.9100,448.4900,443.7100,443.8000,79426100
1648128600,445.9400,450.5000,444.7600,450.4900,64736900
1648215000,451.1600,452.9800,448.4300,452.6900,77101300
1648474200,452.0600,455.9100,450.0600,455.9100,68529800
1648560600,460.0200,462.0700,457.1800,461.5500,86581500
1648647000,460.3400,461.2000,456.4700,458.7000,79666900
1648733400,457.8900,458.7600,451.1600,451.6400,121699900
1648819800,453.3100,453.4600,449.1400,452.9200,89048800
1649079000,453.1300,456.9100,452.2600,456.8000,59601000
1649165400,455.2200,457.8300,449.8200,451.0300,74214500
1649251800,446.8900,448.9300,443.4700,446.5200,106898000
1649338200,445.5900,450.6900,443.5300,448.7700,78097200
1649424600,447.9700,450.6300,445.9400,447.5700,79272700
1649683800,444.1100,445.0000,439.3900,439.9200,89770500
1649770200,443.0800,445.7500,436.6500,438.2900,84363600
1649856600,438.0300,444.1100,437.8400,443.3100,74070400
1649943000,443.5500,444.7300,437.6800,437.7900,97869500
1650288600,436.8100,439.7500,435.6100,437.9700,66002500
1650375000,437.8600,445.8000,437.6800,445.0400,77821000
1650461400,446.9200,447.5700,443.4800,444.7100,65224400
1650547800,448.5400,450.0100,437.1000,438.0600,85417300
1650634200,436.9100,438.0800,425.4400,426.0400,132471800
1650893400,423.6700,428.6900,418.8400,428.5100,119647700
1650979800,425.8300,426.0400,416.0700,416.1000,103996300
1651066200,417.2400,422.9200,415.0100,417.2700,122030000
1651152600,422.2900,429.6400,417.6000,427.8100,105449100
1651239000,423.5900,425.8700,411.2100,412.0000,145491100
1651498200,412.0700,415.9200,405.0200,414.4800,158312500
1651584600,415.0100,418.9300,413.3600,416.3800,100028200
1651671000,417.0800,429.6600,413.7100,429.0600,144247900
1651757400,424.5500,425.0000,409.4400,413.8100,172929100
1651843800,411.1000,414.8000,405.7300,411.3400,151770800
1652103000,405.1000,406.4100,396.5000,398.1700,155586100
1652189400,404.4900,406.0800,394.8200,399.0900,132497200
1652275800,398.0700,404.0400,391.9600,392.7500,142361000
1652362200,389.3700,395.8000,385.1500,392.3400,125090800
1652448600,396.7100,403.1800,395.6100,401.7200,104174400
1652707800,399.9800,403.9700,397.6000,400.0900,78622400
1652794200,406.5300,408.5700,402.5800,408.3200,83029700
1652880600,403.5000,403.8000,390.5500,391.8600,117674500
1652967000,388.6200,394.1400,387.1100,389.4600,98510700
1653053400,393.2500,397.0300,380.5400,389.6300,131432200
1653312600,392.8300,397.7300,390.3800,396.9200,76414900
1653399000,392.5600,395.1500,386.9600,393.8900,91448800
1653485400,392.3100,399.4500,391.8900,397.3700,91472900
1653571800,398.6700,407.0400,398.4500,405.3100,82168300
1653658200,407.9100,415.3800,407.7000,415.2600,84768700
1654003800,413.5500,416.4600,410.0300,412.9300,95937000
1654090200,415.1700,416.2400,406.9300,409.5900,86585800
1654176600,409.4200,417.4400,407.0400,417.3900,79609600
1654263000,412.4000,414.0400,409.5100,410.5400,71874300
1654522200,414.7800,416.6100,410.5500,411.7900,57508900
1654608600,408.1000,416.2200,407.6100,415.7400,59272400
1654695000,413.9300,415.8200,410.3800,411.2200,64350000
1654781400,409.3400,411.7400,401.4400,401.4400,86289800
1654867800,394.8800,395.7800,389.7500,389.8000,132893900
1655127000,379.8500,381.8100,373.3000,375.0000,170004900
1655213400,376.8500,377.9400,370.5900,373.8700,104011800
1655299800,377.3600,383.9000,372.1200,379.2000,125666800
1655386200,370.5100,370.9400,364.0800,366.6500,134473300
1655472600,365.5100,369.3800,362.1700,365.8600,111113900
1655818200,371.8900,376.5300,371.8100,375.0700,76811900
1655904600,370.6200,378.7200,370.1800,374.3900,90059400
1655991000,376.6400,378.8300,372.8900,378.0600,79292100
1656077400,381.4000,390.0900,381.3700,390.0800,98050300
1656336600,391.0500,391.3600,387.4400,388.5900,66009600
1656423000,390.2300,393.1600,380.5300,380.6500,86548900
1656509400,381.2300,382.2700,378.4200,380.3400,65676000
1656595800,376.2400,380.6600,372.5600,377.2500,112508300
1656682200,376.5600,381.7000,373.8000,381.2400,74839700
1657027800,375.8800,381.9800,372.9000,381.9600,81438000
1657114200,382.1100,385.8700,379.6000,383.2500,70426200
1657200600,385.1200,389.8300,383.2700,388.9900,64525900
1657287000,387.2700,390.6400,385.6600,388.6700,72397800
1657546200,385.8500,386.8700,383.5000,384.2300,58366900
1657632600,383.6500,386.1600,378.9900,380.8300,62219200
1657719000,375.1000,381.9200,374.6600,378.8300,84224600
1657805400,373.6100,379.0500,371.0400,377.9100,89704800
1657891800,382.5500,385.2500,380.5400,385.1300,79060400
1658151000,388.3800,389.0900,380.6600,381.9500,63203600
1658237400,386.0800,392.8700,385.3900,392.2700,78506000
1658323800,392.4700,396.2600,391.0300,394.7700,71843800
1658410200,394.1600,398.8400,391.6300,398.7900,64903900
1658496600,398.9200,400.1800,392.7500,395.0900,72197300
1658755800,395.7500,396.4700,393.2100,395.5700,53631500
1658842200,393.8400,394.0600,389.9500,390.8900,52946400
1658928600,394.3600,402.8800,394.0500,401.0400,82342100
1659015000,401.8900,406.8000,398.1500,406.0700,73966600
1659101400,407.5800,413.0300,406.7700,411.9900,87003700
1659360600,409.1500,413.4100,408.4000,410.7700,69997500
1659447000,409.1200,413.0000,406.8200,408.0600,63435400
1659533400,410.3000,415.6800,410.0000,414.4500,67820600
1659619800,414.3700,415.0900,412.4400,414.1700,45656600
1659706200,409.6600,414.1500,409.6000,413.4700,56814900
1659965400,415.2500,417.6200,411.8300,412.9900,53886100
1660051800,412.2200,412.7500,410.2200,411.3500,44931800
1660138200,418.7800,420.1400,416.7200,419.9900,68665700
1660224600,422.9900,424.9500,419.2100,419.9900,59489700
1660311000,422.0300,427.2100,421.0300,427.1000,61694500
1660570200,424.7700,429.4100,424.7100,428.8600,54048300
1660656600,427.7300,431.7300,426.8800,429.7000,59289000
1660743000,425.9100,429.5000,424.5400,426.6500,63563400
1660829400,426.8600,428.6100,425.5000,427.8900,49023200
1660915800,424.9800,425.2600,421.2200,422.1400,68016900
1661175000,417.0500,417.2300,412.4000,413.3500,77695600
1661261400,412.9000,415.4200,411.7700,412.3500,49105200
1661347800,412.1100,415.1100,411.3900,413.6700,49177800
1661434200,415.2400,419.5600,414.0900,419.5100,50942300
1661520600,419.3900,419.9600,405.2500,405.3100,103087000
1661779800,402.2000,405.8400,401.2000,402.6300,65370800
1661866200,403.8500,404.1000,396.0000,398.2100,85652400
1661952600,399.9300,401.2400,395.0400,395.1800,76029700
1662039000,392.8900,396.7800,390.0400,396.4200,78740100
1662125400,400.2800,401.5600,390.3300,392.2400,99632100
1662471000,393.1300,394.1200,388.4200,390.7600,76637400
1662557400,390.4300,398.5900,390.2000,397.7800,70964200
1662643800,395.3900,400.8600,394.1200,400.3800,80821700
1662730200,402.7400,407.5100,402.4600,406.6000,76706900
1662989400,408.7800,411.7300,408.4600,410.9700,69256300
1663075800,401.8300,403.1000,391.9200,393.1000,122947100
1663162200,394.4700,396.2000,391.1200,394.6000,85023700
1663248600,392.9600,395.9600,388.7800,390.1200,87633800
1663335000,384.1400,386.2500,382.1100,385.5600,103084800
1663594200,382.2600,388.5500,382.1800,388.5500,73278500
1663680600,385.0600,386.1200,381.2000,384.0900,77274900
1663767000,386.1100,389.3100,377.3800,377.3900,106746600
1663853400,376.5800,378.3000,373.4400,374.2200,89472600
1663939800,370.5800,370.6200,363.2900,367.9500,122346900
1664199000,366.4100,370.2100,363.0300,364.3100,92581200
1664285400,368.0200,370.4000,360.8700,363.3800,108294100
1664371800,364.3800,372.3000,362.6000,370.5300,110802200
1664458200,366.8100,367.1100,359.7000,362.7900,112952300
1664544600,361.8000,365.9100,357.0400,357.1800,153711200
1664803800,361.0800,368.5500,359.2100,366.6100,89756500
1664890200,372.4000,378.0000,366.5700,377.9700,103602800
1664976600,373.3900,379.4600,370.9500,377.0900,88065700
1665063000,375.6200,378.7200,372.6800,373.2000,82333500
1665149400,368.9700,373.2900,360.9400,362.7900,107789500
1665408600,363.9600,364.2100,357.6700,360.0200,76042800
1665495000,358.2400,363.0300,355.7100,357.7400,92482800
1665581400,358.1700,359.8200,356.3000,356.5600,76991800
1665667800,349.2100,367.5100,348.1100,365.9700,147254500
1665754200,368.5500,370.2600,356.9600,357.6300,123737000
1666013400,364.0100,367.9800,357.2800,366.8200,93168200
1666099800,375.1300,375.4500,367.5200,371.1300,97162900
1666186200,368.9900,371.8500,365.5500,368.5000,79746900
1666272600,368.0300,372.6700,364.6100,365.4100,88283100
1666359000,365.1200,374.8000,363.5400,374.2900,131038400
1666618200,375.8900,380.0600,373.1100,378.8700,85436900
1666704600,378.7900,385.2500,378.6700,384.9200,78846300
1666791000,381.6200,387.5800,381.3500,382.0200,104087300
1666877400,383.0700,385.0000,379.3300,379.9800,81971800
1666963800,379.8700,389.5200,379.6800,389.0200,100302000
1667223000,386.4400,388.4000,385.2600,386.2100,96631300
1667309400,390.1400,390.3900,383.2900,384.5200,85407600
1667395800,383.9000,388.6300,374.7600,374.8700,126990400
1667482200,371.4700,374.2000,368.7900,371.0100,87100100
1667568600,377.0000,378.8700,370.0000,376.3500,103505200
1667831400,377.7100,380.5700,375.5300,379.9500,68286900
1667917800,381.1100,385.1200,377.7200,382.0000,84641100
1668004200,379.9300,381.1400,373.6100,374.1300,78495500
1668090600,388.0500,395.0400,385.6400,394.6900,141455800
1668177000,395.5900,399.3500,393.6100,398.5100,93839900
1668436200,396.6600,400.1800,394.8300,395.1200,71903500
1668522600,401.1500,402.3100,394.4900,398.4900,93194500
1668609000,396.7800,397.7800,394.7900,395.4500,68508500
1668695400,390.4600,394.9500,390.1400,394.2400,74496300
1668781800,397.7400,397.8100,393.0400,396.0300,92922500
1669041000,394.6400,395.8200,392.6600,394.5900,51243200
1669127400,396.6300,400.0700,395.1500,399.9000,60429000
1669213800,399.5500,402.9300,399.3100,402.4200,68261600
1669386600,401.8300,402.9100,401.5400,402.3300,30545400
1669645800,399.0900,400.8100,395.1100,395.9100,67881600
1669732200,396.0500,397.3000,393.3000,395.2300,52310000
1669818600,395.4900,407.6800,393.4800,407.6800,144566700
1669905000,408.7700,410.0000,404.7500,407.3800,76398200
1669991400,402.2500,407.8600,402.1400,406.9100,85342700
1670250600,403.9500,404.9300,398.1700,399.5900,77289800
1670337000,399.4200,399.9900,391.6400,393.8300,77972200
1670423400,392.9400,395.6400,391.9700,393.1600,65927900
1670509800,395.1400,397.3600,393.2700,396.2400,60737900
1670596200,394.9400,397.6200,393.1500,393.2800,81447700
1670855400,394.1100,398.9500,393.4100,398.9500,75405800
1670941800,410.2200,410.4900,399.0700,401.9700,123782500
1671028200,401.6100,405.5000,396.3100,399.4000,108111300
1671114600,394.3000,395.2500,387.8900,389.6300,117705900
1671201000,385.1800,386.5800,381.0400,383.2700,119858000
1671460200,383.4700,383.8200,378.2800,380.0200,79878100
1671546600,379.2300,382.2300,377.8500,380.5400,74427200
1671633000,383.2500,387.4100,382.6900,386.2300,78167400
1671719400,383.0500,386.2100,374.7700,380.7200,100120900
1671805800,379.6500,383.0600,378.0300,382.9100,59857300
1672151400,382.7900,383.1500,379.6500,381.4000,51638200
1672237800,381.3300,383.3900,376.4200,376.6600,70911500
1672324200,379.6300,384.3500,379.0800,383.4400,66970900
1672410600,380.6400,382.5800,378.4300,382.4300,84022200
1672756200,384.3700,386.4300,377.8300,380.8200,74850700
1672842600,383.1800,385.8800,380.0000,383.7600,85934100
1672929000,381.7200,381.8400,378.7600,379.3800,76970500
1673015400,382.6100,389.2500,379.4100,388.0800,104189600
1673274600,390.3700,393.7000,387.6700,387.8600,73978100
1673361000,387.2500,390.6500,386.2700,390.5800,65358100
1673447400,392.2300,395.6000,391.3800,395.5200,68881100
1673533800,396.6700,398.4900,392.4200,396.9600,90157700
1673620200,393.6200,399.1000,393.3400,398.5000,63903900
1673965800,398.4800,400.2300,397.0600,397.7700,62677300
1674052200,399.0100,400.1200,391.2800,391.4900,99632300
1674138600,389.3600,391.0800,387.2600,388.6400,86958900
1674225000,390.1000,396.0400,388.3800,395.8800,91806400
1674484200,396.7200,402.6500,395.7200,400.6300,84178800
1674570600,398.8800,401.1500,397.6400,400.2000,59524900
1674657000,395.9500,400.7000,393.5600,400.3500,84800300
1674743400,403.1300,404.9200,400.0300,404.7500,72287400
1674829800,403.6600,408.1600,403.4400,405.6800,68346200
1675089000,402.8000,405.1300,400.2800,400.5900,74202000
1675175400,401.1300,406.5300,400.7700,406.4800,86811800
1675261800,405.2100,413.6700,402.3500,410.8000,101459200
1675348200,414.8600,418.3100,412.8800,416.7800,101654500
1675434600,411.5900,416.9700,411.0900,412.3500,94736800
1675693800,409.7900,411.2900,408.1000,409.8300,60295300
1675780200,408.8700,416.4900,407.5700,415.1900,90990700
1675866600,413.1300,414.5300,409.9300,410.6500,76227500
1675953000,414.4100,414.5700,405.8100,407.0900,78694900
1676039400,405.8600,408.4400,405.0100,408.0400,70769700
1676298600,408.7200,412.9700,408.2400,412.8300,64913500
1676385000,411.2400,415.0500,408.5100,412.6400,88389300
1676471400,410.3500,414.0600,409.4700,413.9800,61555700
1676557800,408.7900,412.9100,408.1400,408.2800,76431500
1676644200,406.0600,407.5100,404.0500,407.2600,89257800
1676989800,403.0600,404.1600,398.8200,399.0900,82655900
1677076200,399.5200,401.1300,397.0200,398.5400,83742300
1677162600,401.5600,402.2000,396.2500,400.6600,96242400
1677249000,395.4200,397.2500,393.6400,396.3800,108194400
1677508200,399.8700,401.2900,396.7500,397.7300,80444700
1677594600,397.2300,399.2800,396.1500,396.2600,96438600
1677681000,395.4100,396.6900,393.3800,394.7400,99706800
1677767400,392.6800,398.6900,392.3300,397.8100,85127800
1677853800,399.7100,404.4500,399.0300,404.1900,90120000
1678113000,405.0500,407.4500,404.0100,404.4700,72795900
1678199400,404.4200,404.6700,397.6300,398.2700,108310600
1678285800,398.3900,399.7100,396.5900,398.9200,74746600
1678372200,399.7400,401.4800,390.5300,391.5600,111945300
1678458600,390.9900,393.1600,384.3200,385.9100,189253000
1678714200,381.8100,390.3900,380.6500,385.3600,157790000
1678800600,390.5000,393.4500,387.0500,391.7300,149752400
1678887000,385.8900,389.4900,383.7100,389.2800,172996900
1678973400,386.8200,396.4700,386.2900,396.1100,143254200
1679059800,393.2200,394.4000,388.5500,389.9900,140553400
1679319000,390.8000,394.1700,390.0700,393.7400,93055800
1679405400,397.2400,399.4100,395.5800,398.9100,91524200
1679491800,398.7300,402.4900,392.0700,392.1100,111746600
1679578200,395.0900,399.2900,390.3500,393.1700,119351300
1679664600,391.8400,395.8400,389.4000,395.7500,107682400
1679923800,398.1200,398.9200,395.5600,396.4900,74010400
1680010200,395.7700,396.4900,393.6900,395.6000,62871700
1680096600,399.9300,401.6000,398.6800,401.3500,77497900
1680183000,404.0900,404.3500,401.7600,403.7000,69840000
1680269400,404.6600,409.7000,404.5500,409.3900,112062600
1680528600,408.8500,411.3700,408.4400,410.9500,67391100
1680615000,411.6200,411.9200,407.2400,408.6700,66601500
1680701400,407.9100,408.7000,405.8800,407.6000,65200200
1680787800,406.7700,409.4800,405.6800,409.1900,63743300
1681133400,406.6100,409.6900,405.9700,409.6100,63681000
1681219800,410.2600,411.1800,408.9200,409.7200,59297900
1681306200,411.8700,412.1700,407.4400,408.0500,86420400
1681392600,409.1800,413.8400,407.9900,413.4700,85814800
1681479000,412.8100,415.0900,410.0600,412.4600,78161500
1681738200,412.3700,413.9600,411.0900,413.9400,66436400
1681824600,415.5800,415.7200,412.7800,414.2100,63560000
1681911000,412.2200,415.0800,412.1600,414.1400,55227300
1681997400,411.2100,413.7000,410.2700,411.8800,75840400
1682083800,412.1900,412.6800,410.1700,412.2000,73457400
1682343000,411.9900,413.0700,410.6000,412.6300,64332100
1682429400,410.5800,411.1600,406.0200,406.0800,97766700
1682515800,406.7200,407.8400,403.7800,404.3600,80447000
1682602200,407.0000,412.6900,406.7400,412.4100,92968400
1682688600,411.4900,415.9400,411.4300,415.9300,89433100
1682947800,415.4700,417.6200,415.2700,415.5100,62122300
1683034200,414.7700,414.8200,407.8200,410.8400,103998500
1683120600,411.3600,413.8700,407.7700,408.0200,91531800
1683207000,406.9300,407.2700,403.7400,405.1300,94901900
1683293400,408.9100,413.7200,408.6400,412.6300,87891800
1683552600,412.9700,413.2400,411.2800,412.7400,50046800
1683639000,411.1300,412.0900,410.6900,410.9300,49220100
1683725400,413.8800,414.5400,408.8700,412.8500,96142900
1683811800,411.9500,412.4300,409.9700,412.1300,70157100
1683898200,413.4200,413.6400,409.0700,411.5900,70481500
1684157400,412.2200,413.4300,410.2300,413.0100,54289400
1684243800,411.8600,412.8200,410.2400,410.2500,57705500
1684330200,412.3500,415.8600,410.6400,415.2300,87287000
1684416600,414.9000,419.6700,414.6700,419.2300,97177200
1684503000,420.1700,420.7200,417.3500,418.6200,103793300
1684762200,418.6400,420.3900,417.3500,418.7900,60745400
1684848600,417.0800,418.7200,413.6800,414.0900,86383500
1684935000,412.4200,412.8200,409.8800,411.0900,89213700
1685021400,414.7400,416.1600,412.4100,414.6500,90961600
1685107800,415.3300,420.7700,415.2500,420.0200,93830000
1685453400,422.0300,422.5800,418.7400,420.1800,72216000
1685539800,418.2800,419.2200,416.2200,417.8500,110811800
1685626200,418.0900,422.9200,416.7900,421.8200,88865000
1685712600,424.5000,428.7400,423.9500,427.9200,91426200
1685971800,428.2800,429.6200,426.3700,427.1000,65460200
1686058200,426.6700,428.5800,425.9900,428.0300,64022200
1686144600,428.4400,429.6200,426.1100,426.5500,85373300
1686231000,426.6200,429.6000,425.8200,429.1300,61952800
1686317400,429.9600,431.9900,428.8700,429.9000,85742800
1686576600,430.9200,433.8800,430.1700,433.8000,76104300
1686663000,435.3200,437.3300,434.6300,436.6600,95899700
1686749400,437.0100,439.0600,433.5900,437.1800,100612100
1686835800,436.3300,443.9000,436.2300,442.6000,110303100
1686922200,443.0200,443.6100,438.9700,439.4600,114165800
1687267800,437.4500,438.3700,435.0300,437.1800,76160400
1687354200,436.1600,436.9900,434.3300,434.9400,76982300
1687440600,433.9500,436.6200,433.6000,436.5100,70637200
1687527000,432.9300,435.0600,432.4700,433.2100,92074500
1687786200,432.6200,434.6100,431.1900,431.4400,72823600
1687872600,432.3500,436.8100,431.8800,436.1700,72813700
1687959000,435.0500,437.4400,434.4100,436.3900,75636000
1688045400,435.9600,438.2800,435.5400,438.1100,67882300
1688131800,441.4400,444.3000,441.1100,443.2800,104964000
1688391000,442.9200,444.0800,442.6300,443.7900,32793400
1688563800,441.9100,443.8900,441.9000,443.1300,58418400
1688650200,439.4200,440.1000,437.0600,439.6600,80658300
1688736600,438.6300,442.6400,438.3000,438.5500,86134200
1688995800,438.1800,439.8400,437.5900,439.6600,62443500
1689082200,440.4500,442.9700,439.4400,442.4600,64463800
1689168600,446.3900,447.4800,444.9100,446.0200,91924500
1689255000,447.9000,450.3800,447.4500,449.5600,72425200
1689341400,450.4800,451.3600,448.4900,449.2800,69815800
